EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,PerformanceRating,DistanceFromHomeKM,OverTime,JoinDate,Attrition,EmployeeCountFlag,RandomSurveyCode
EMP10513,21,Female,Engineering,Software Engineer,Master's,4059.23,2,1.0,1,5.9,Yes,2021-05-29,No,1,577359
EMP10298,36,Male,Sales,Sales Manager,High School,8223.95,11,3.0,1,1.2,No,2016-01-01,No,1,692684
EMP10455,49,Female,Engineering,Software Engineer,High School,,2,4.0,1,0.5,Yes,2019-07-26,No,1,482483
EMP10565,46,Male,HR,HR Manager,Bachelor's,8138.18,4,3.0,2,1.6,Yes,2016-07-01,Yes,1,548800
EMP10818,23,Female,Finance,Analyst,Master's,5565.39,2,4.0,2,0.5,No,2016-12-30,No,1,110286
EMP10794,39,Male,Marketing,Marketing Executive,Bachelor's,5285.59,4,4.0,4,3.8,No,2016-12-10,No,1,254953
EMP11140,21,Male,Marketing,Brand Manager,Bachelor's,6963.48,0,4.0,1,9.3,No,2021-06-23,No,1,448562
EMP11194,26,Female,Engineering,Software Engineer,High School,6675.49,6,1.0,1,1.4,No,2018-08-01,No,1,902479
EMP10663,36,Male,Sales,Sales Executive,Bachelor's,7891.59,2,4.0,2,3.7,No,2018-05-23,No,1,579441
EMP10249,39,Female,Finance,Accountant,Bachelor's,7687.57,6,2.0,3,6.3,No,2016-11-04,No,1,478146
EMP11049,18,FEMALE,Sales,Sales Executive,Master's,2611.35,2,4.0,3,12.5,No,2016-11-21,No,1,564729
EMP10015,36,Female,Marketing,Brand Manager,Bachelor's,7662.03,5,4.0,1,2.3,No,2019-10-15,No,1,827425
EMP11015,37,Female,Sales,Sales Manager,Bachelor's,7801.27,8,1.0,1,0.5,No,2023-04-14,No,1,755052
EMP10159,21,Male,Engineering,Senior Engineer,Master's,,14,3.0,3,12.6,No,2023-01-21,No,1,762870
EMP10734,34,Female,Engineering,QA Engineer,Bachelor's,4608.77,1,3.0,4,14.0,Yes,2020-06-03,No,1,802929
EMP10722,38,Male,Sales ,Support Executive,PhD,6523.64,1,,3,4.9,No,2018-12-23,No,1,997226
EMP10360,60,Female,Sales ,Sales Manager,Bachelor's,5656.19,3,4.0,3,6.9,Yes,2015-04-29,No,1,822874
EMP10048,27,Male,Finance,Accountant,Master's,3626.62,2,2.0,1,0.5,Yes,2016-03-16,No,1,608765
EMP10202,40,Male,Sales,Sales Manager,Master's,7301.28,2,4.0,3,8.0,Yes,2023-05-23,No,1,500947
EMP10330,46,M,Support,Support Executive,Master's,5246.26,3,1.0,1,5.1,No,2020-11-25,No,1,567181
EMP10603,30,Male,Sales,Sales Executive,Bachelor's,8912.59,12,1.0,1,33.6,Yes,2017-03-04,No,1,573975
EMP10912,46,Female,Sales,Sales Executive,PhD,6976.99,2,3.0,3,1.0,Yes,2024-06-03,Yes,1,104939
EMP10112,44,Male,Sales,Sales Executive,Bachelor's,7617.85,0,2.0,4,10.4,No,2021-10-19,No,1,960138
EMP10338,24,Female,HR,HR Manager,Bachelor's,9125.85,1,2.0,2,2.0,No,2018-01-16,Yes,1,335607
EMP10228,57,Male,Engineering,Senior Engineer,High School,7962.67,3,,1,8.6,Yes,2015-09-14,No,1,854062
EMP10307,40,M,Sales,Sales Manager,Bachelor's,7018.2,1,1.0,3,1.3,No,2020-03-12,No,1,269900
EMP11073,37,Male,Sales,Sales Executive,High School,6454.59,8,1.0,2,3.4,No,2018-06-21,Yes,1,506425
EMP10422,18,Male,Marketing,Brand Manager,Bachelor's,5208.84,13,2.0,3,13.9,No,2017-07-06,Yes,1,788598
EMP10416,38,Female,Support,Support Lead,Bachelor's,5436.91,4,1.0,2,5.9,no,2018-03-04,No,1,328954
EMP10959,40,Female,Support,Support Executive,Master's,2586.62,11,3.0,2,,No,2017-10-15,No,1,353429
EMP10410,32,Female,Support,Support Executive,Bachelor's,6561.25,4,1.0,4,4.9,No,2024-11-27,No,1,780216
EMP11116,24,Male,HR,HR Executive,Master's,4736.75,6,1.0,3,0.5,No,2021-07-20,No,1,581295
EMP10797,37,Male,HR,HR Manager,Bachelor's,6055.93,9,4.0,1,7.4,No,2019-01-20,No,1,306218
EMP10862,20,Male,Finance,Analyst,,8472.96,0,1.0,2,21.6,No,2015-07-06,No,1,922982
EMP10649,22,Male,Support,Support Executive,Master's,1200.0,4,1.0,3,5.9,No,2015-02-22,No,1,745191
EMP10395,42,Female,Finance,Accountant,Bachelor's,6459.81,1,4.0,1,8.7,Yes,2015-09-26,No,1,825607
EMP10621,32,Male,Finance,Analyst,Bachelor's,5933.63,0,1.0,4,7.1,No,2016-03-10,Yes,1,648210
EMP10459,42,Female,Marketing,Brand Manager,High School,3328.64,6,2.0,2,6.1,No,2018-09-12,No,1,406270
EMP10572,36,Male,Sales,Sales Executive,High School,3977.41,2,1.0,3,7.1,No,2021-07-06,No,1,255855
EMP10127,26,Female,Marketing,Brand Manager,Master's,,10,1.0,2,2.2,No,2022-05-07,No,1,373416
EMP11097,24,Female,Finance,Analyst,Master's,4397.63,13,3.0,1,10.9,Yes,2024-06-27,No,1,273726
EMP10952,38,Female,Engineering,Senior Engineer,Bachelor's,2852.7,4,4.0,3,2.8,No,2017-12-15,No,1,423541
EMP10705,28,Male,Engineering,QA Engineer,High School,3616.55,1,4.0,3,8.9,No,2020-03-23,No,1,614967
EMP10606,33,Female,Support,Support Lead,Bachelor's,5237.92,2,4.0,4,14.3,No,2023-05-02,No,1,831520
EMP10449,30,Female,Engineering,Senior Engineer,High School,5820.08,0,1.0,2,0.5,No,2022-11-03,Yes,1,348098
EMP10237,29,,Marketing,Brand Manager,High School,1446.75,2,3.0,1,33.8,Yes,2025-05-08,No,1,293617
EMP10167,30,Female,Sales,Sales Manager,Bachelor's,5661.21,6,2.0,4,10.8,no,2022-05-01,No,1,411457
EMP10635,40,Male,Finance,Analyst,High School,1973.4,1,1.0,4,,Yes,2019-09-27,No,1,639758
EMP10640,30,Female,Marketing,Brand Manager,,4060.6,0,2.0,2,23.0,No,2017-11-09,No,1,795542
EMP10080,37,Female,Support,Support Executive,Bachelor's,6037.03,0,2.0,2,5.7,No,2025-01-01,No,1,319387
EMP10414,27,Female,Sales,Sales Executive,Master's,5664.51,0,1.0,4,15.5,Yes,2023-02-05,No,1,795968
EMP10674,38,Male,Marketing,Marketing Executive,Bachelor's,3052.87,11,,2,13.8,No,2016-11-07,Yes,1,553375
EMP10300,27,Male,Finance,Analyst,Bachelor's,,9,1.0,1,0.6,Yes,2023-12-28,Yes,1,320566
EMP11177,27,Female,Support,Support Lead,Master's,10431.35,5,4.0,4,2.2,Yes,2016-11-15,Yes,1,981669
EMP10324,25,Male,Sales,Sales Manager,High School,5376.92,6,2.0,2,1.2,No,2017-09-30,No,1,233760
EMP10781,35,Male,Sales,Sales Executive,Bachelor's,4097.54,5,3.0,1,780.262368200942,No,2017-11-21,No,1,945587
EMP10215,36,Male,Support,Support Executive,Bachelor's,6774.42,7,4.0,3,3.6,No,2018-03-21,No,1,283923
EMP10626,31,Male,Support,Support Executive,Bachelor's,9292.57,5,3.0,3,2.5,No,2020-08-22,No,1,809238
EMP10030,34,Male,Finance,Analyst,Bachelor's,4764.2,4,3.0,3,7.7,Y,2024-07-14,No,1,540327
EMP10242,29,Female,Engineering,Senior Engineer,Master's,,11,1.0,3,17.9,No,2020-10-19,No,1,335436
EMP10982,18,Male,Support,Support Lead,Bachelor's,5047.43,3,4.0,1,4.0,Yes,2019-07-24,No,1,537122
EMP10209,40,Female,HR,HR Executive,Master's,6830.99,1,4.0,1,9.6,No,2022-02-07,No,1,507204
EMP10638,40,Male,Marketing,Brand Manager,Bachelor's,4117.44,3,3.0,3,7.0,No,2021-01-02,Yes,1,689818
EMP10435,42,Male,Marketing,Marketing Executive,Master's,5148.85,2,3.0,1,10.6,No,2016-11-08,No,1,338518
EMP11146,39,Female,Sales,Sales Executive,Master's,4671.72,1,3.0,1,1.7,Yes,2015-04-28,No,1,120277
EMP11114,45,Female,Support,Support Executive,Bachelor's,6725.22,3,1.0,1,0.7,Y,2017-07-03,No,1,805994
EMP10573,18,Female,Sales,Sales Executive,Bachelor's,2236.15,3,3.0,2,,No,2015-07-14,Yes,1,204832
EMP10403,18,Male,Sales,Sales Manager,Bachelor's,,1,4.0,1,13.2,Yes,2024-09-18,No,1,240646
EMP10239,32,Female,Marketing,Brand Manager,High School,9496.36,3,1.0,4,7.6,No,2015-01-01,No,1,493289
EMP10362,41,Female,HR,HR Executive,Master's,4407.21,4,3.0,1,6.7,No,2024-12-23,No,1,165926
EMP10271,29,Male,Engineering,QA Engineer,Bachelor's,4698.26,2,2.0,3,0.5,Yes,2018-03-19,No,1,396167
EMP10466,32,Female,HR,HR Manager,Bachelor's,1342.32,2,3.0,3,32.5,Yes,2017-06-23,No,1,568610
EMP11088,28,Female,Finance,Accountant,Bachelor's,4260.2,1,3.0,4,1.3,No,2019-02-28,No,1,348764
EMP10783,41,Female,Engineering,Software Engineer,High School,6692.52,2,3.0,3,4.0,No,2018-03-08,Yes,1,800129
EMP10277,18,Male,Engineering,QA Engineer,Bachelor's,5757.36,3,4.0,1,25.6,Yes,2016-04-21,No,1,391964
EMP11086,39,Male,Support,Support Lead,High School,7986.09,2,3.0,1,5.9,No,2023-09-25,No,1,168240
EMP11163,43,Male,HR,HR Manager,Bachelor's,1456.71,0,1.0,4,3.4,No,2020-05-11,No,1,591769
EMP10788,24,Female,Sales,Sales Executive,Bachelor's,2503.46,6,2.0,3,6.5,No,2017-04-21,No,1,750843
EMP10702,32,Male,Finance,Accountant,PhD,3871.62,2,3.0,1,11.1,Yes,2015-02-06,No,1,262174
EMP10442,36,Male,HR,HR Manager,Bachelor's,4850.52,1,2.0,2,4.5,No,2025-03-03,Yes,1,858372
EMP10299,40,Female,Finance,Analyst,High School,3264.76,0,1.0,4,3.0,No,2022-11-26,No,1,331597
EMP10375,32,Female,HR,HR Manager,High School,3903.11,1,1.0,1,2.7,Yes,2015-08-29,No,1,991396
EMP10668,47,Male,Engineering,Senior Engineer,Bachelor's,2370.26,0,4.0,2,1.2,Yes,2018-09-25,No,1,140292
EMP10810,31,FEMALE,HR,HR Executive,Bachelor's,4022.06,3,2.0,4,10.9,Yes,2021-10-20,No,1,334261
EMP10658,34,Male,Sales,Sales Manager,Master's,5794.81,5,2.0,3,16.7,No,2024-04-02,No,1,877472
EMP10472,40,Male,Engineering,Software Engineer,Bachelor's,3075.3,1,1.0,1,19.2,N,2018-01-11,No,1,636184
EMP10586,35,Male,Marketing,Marketing Executive,Bachelor's,1200.0,2,1.0,2,4.6,No,2025-01-07,No,1,836648
EMP11169,53,Female,Sales,Sales Executive,Master's,,9,3.0,2,1.3,No,2021-10-07,No,1,969051
EMP10388,21,Female,Support,Support Lead,Bachelor's,3377.58,2,2.0,3,33.6,No,2023-04-22,Yes,1,136804
EMP10022,57,Male,Finance,Analyst,High School,3622.86,11,3.0,2,34.4,Yes,2019-11-12,No,1,325461
EMP10547,29,Female,Marketing,Brand Manager,High School,6650.34,4,2.0,1,0.6,No,2020-02-11,No,1,571263
EMP10961,32,Male,Finance,Analyst,Master's,7864.84,4,1.0,1,2.8,No,2023-06-02,No,1,674912
EMP10423,32,Female,Engineering,QA Engineer,Bachelor's,6844.2,3,1.0,2,1.1,No,2015-12-11,No,1,793502
EMP10999,18,Female,HR,HR Manager,Master's,,0,1.0,2,9.5,No,2024-05-04,No,1,848270
EMP10891,36,Female,Sales,Sales Manager,High School,6850.1 USD,2,1.0,2,16.1,Yes,2025-02-15,Yes,1,445011
EMP10677,48,Male,Finance,Accountant,Bachelor's,3724.35,1,4.0,2,6.7,No,2024-03-12,No,1,891098
EMP99006,51,Female,Sales,Sales Executive,Bachelor's,4726.22,11,2.0,3,1.0,No,2017-05-28,No,1,186754
EMP10142,27,Male,Support,Support Lead,Bachelor's,7674.82,2,2.0,1,19.1,No,2022-08-30,Yes,1,448152
EMP10050,30,Male,Marketing,Marketing Executive,Bachelor's,6456.75,1,4.0,4,9.1,No,2022-02-26,Yes,1,707463
EMP10700,47,Male,Sales,Sales Executive,Bachelor's,3209.27,1,3.0,4,2.3,Yes,2022-11-16,No,1,678031
EMP11164,43,Male,Sales,Sales Manager,Bachelor's,5098.88,0,2.0,1,22.3,No,2016-10-25,No,1,515560
EMP10081,18,Male,Engineering,Senior Engineer,Master's,5564.04,0,2.0,3,17.5,No,2019-08-16,No,1,194153
EMP10482,42,Male,Finance,Accountant,Bachelor's,3535.99,2,3.0,1,,Yes,2019-06-29,No,1,211327
EMP10321,28,Female,Support,Support Executive,Bachelor's,4925.22,0,4.0,3,4.7,Yes,2020-08-07,No,1,148943
EMP11010,37,Male,HR,HR Executive,High School,7034.91,2,1.0,3,5.2,No,2019-05-11,Yes,1,351444
EMP10724,28,Female,HR,HR Manager,High School,1456.48,1,2.0,2,4.6,No,2015-06-12,Yes,1,575416
EMP11166,26,Female,Support,Support Executive,Bachelor's,55866.89726524971,4,3.0,1,39.5,Yes,2021-10-03,Yes,1,263752
EMP10066,37,Male,Engineering,Senior Engineer,Bachelor's,2602.97,1,2.0,1,8.8,No,2016-08-13,No,1,626514
EMP10967,34,Female,Engineering,Senior Engineer,Bachelor's,8246.84,14,4.0,1,1.6,No,2015-09-10,No,1,309116
EMP11143,22,Female,Finance,Analyst,Bachelor's,5843.78,12,2.0,2,8.3,No,2025-05-19,Yes,1,676649
EMP10777,36,Female,Marketing,Marketing Executive,Bachelor's,8279.66,5,3.0,4,10.2,No,2017-01-31,No,1,554151
EMP10417,36,Male,HR,HR Manager,Master's,3446.9,0,4.0,2,8.9,No,2015-01-22,No,1,610623
EMP10747,18,Male,Finance,Analyst,Bachelor's,7379.33,2,2.0,1,7.0,No,2017-03-27,No,1,288910
EMP10064,51,Male,HR,HR Manager,Bachelor's,9169.35,1,1.0,2,0.5,No,2017-02-06,No,1,504738
EMP10951,39,Female,Engineering,Senior Engineer,High School,,3,1.0,1,5.0,No,2024-01-15,Yes,1,453391
EMP10996,34,Male,Finance,Accountant,Master's,4733.74,0,3.0,4,3.0,No,2021-07-01,No,1,480974
EMP10733,43,Female,HR,HR Manager,Bachelor's,2239.22,8,3.0,1,1.0,No,2020-03-17,No,1,150536
EMP10491,37,Female,Engineering,Software Engineer,Bachelor's,6555.57,1,1.0,2,0.5,Yes,2018-08-03,Yes,1,604774
EMP10748,34,Female,Marketing,Brand Manager,Bachelor's,6185.14,1,4.0,2,7.3,No,2015-05-10,No,1,152686
EMP10833,37,Male,Sales,Sales Executive,Bachelor's,6955.28,3,1.0,1,7.6,No,2021-03-18,No,1,346568
EMP10065,34,Female,HR,HR Manager,Bachelor's,3514.67,4,2.0,4,2.9,No,2025-03-28,No,1,768085
EMP11027,47,Male,Finance,Accountant,High School,8258.84,6,3.0,2,0.5,Yes,2022-12-02,No,1,718116
EMP10699,38,Male,Finance,Accountant,High School,4397.1,4,3.0,3,8.2,Yes,2021-09-27,No,1,996439
EMP11020,33,Female,Finance,Analyst,Bachelor's,9333.59,5,4.0,1,1.8,Yes,2021-06-03,No,1,721540
EMP10296,38,Male,Sales,Sales Executive,Master's,3640.29,1,4.0,2,9.0,No,2021-08-27,No,1,403034
EMP10419,29,Male,HR,HR Executive,Bachelor's,6288.61,13,3.0,4,10.1,No,2022-01-29,No,1,234079
EMP10438,35,Female,Marketing,Brand Manager,Bachelor's,4831.63,6,1.0,2,1.9,Yes,2024-03-05,No,1,839541
EMP10261,18,Female,Finance,Analyst,Master's,6164.97,1,1.0,4,0.8,No,2020-10-08,No,1,562642
EMP10731,47,Male,Engineering,Software Engineer,High School,7888.18,8,2.0,2,4.6,No,2015-07-18,No,1,891204
EMP10281,18,Female,Finance,Accountant,Bachelor's,6286.2,0,3.0,3,1.9,Yes,2024-09-10,No,1,244304
EMP10664,35,Male,HR,HR Manager,Bachelor's,5766.69,5,4.0,1,1.3,Yes,2015-09-22,Yes,1,346008
EMP10712,35,Male,Support,Support Lead,High School,4545.57,4,1.0,3,13.6,No,2024-08-17,Yes,1,983064
EMP10188,26,Male,Finance,Accountant,Master's,9902.12,5,1.0,1,4.4,No,2017-12-19,No,1,131753
EMP10937,23,Male,Marketing,Brand Manager,Bachelor's,6925.7,9,2.0,3,23.9,Yes,2017-07-05,No,1,400870
EMP10251,26,Male,HR,HR Manager,Bachelor's,3315.74,5,3.0,1,4.1,No,2017-12-19,No,1,458779
EMP10789,33,Male,Engineering,QA Engineer,Bachelor's,9540.13,19,2.0,2,0.5,No,2016-02-16,No,1,380440
EMP10732,52,Male,HR,HR Executive,Bachelor's,3394.64,5,1.0,4,3.3,Yes,2023-12-02,No,1,968619
EMP10514,38,Male,Engineering,Software Engineer,Master's,9212.65,9,1.0,3,0.9,Yes,2016-02-25,No,1,229075
EMP10623,42,Male,Engineering,QA Engineer,High School,4791.88,2,2.0,1,2.7,No,2015-01-11,No,1,569505
EMP10487,34,Female,Engineering,Senior Engineer,Bachelor's,7742.92,0,3.0,1,0.8,Yes,2025-02-09,No,1,575482
EMP10273,43,Male,Support,Support Lead,Master's,7635.1,5,3.0,2,2.4,Yes,2020-01-07,No,1,441212
EMP11058,49,Male,Marketing,Brand Manager,Bachelor's,8989.38,2,1.0,2,4.2,No,2018-04-03,Yes,1,994521
EMP11102,36,Male,Support,Support Lead,Bachelor's,8972.4,3,3.0,1,11.2,Yes,2020-06-08,No,1,861391
EMP10448,42,Male,HR,HR Executive,Bachelor's,5406.93,20,3.0,4,5.1,No,2020-04-11,No,1,763801
EMP10411,45,Female,Marketing,Brand Manager,Bachelor's,4473.06,3,4.0,3,1.1,Yes,2019-03-24,Yes,1,560837
EMP10895,22,Female,Finance,Analyst,Bachelor's,1589.13,3,4.0,3,19.1,No,2021-08-15,No,1,509748
EMP10756,23,Female,Support,Support Lead,Master's,8264.12,6,,2,0.5,No,2024-10-13,No,1,175150
EMP10978,38,Female,SALES,Software Engineer,Bachelor's,3287.51,1,4.0,3,0.5,No,2024-05-29,Yes,1,835309
EMP11055,41,Female,Sales,Sales Executive,Bachelor's,2273.49,4,3.0,1,0.5,Yes,2021-05-10,Yes,1,898218
EMP10149,41,Male,Sales,Sales Manager,Bachelor's,1787.84,5,1.0,2,9.2,No,2019-06-30,No,1,410176
EMP10218,37,Male,Finance,Accountant,Bachelor's,6712.03,6,3.0,2,5.2,Yes,2019-01-01,Yes,1,191072
EMP10239,32,Female,Marketing,Brand Manager,High School,9496.36,3,1.0,4,7.6,No,2015-01-01,No,1,493289
EMP10757,40,Male,Engineering,QA Engineer,Master's,2205.84,0,2.0,2,0.8,No,2024-09-08,No,1,544355
EMP10192,22,Male,Support,Support Executive,Bachelor's,6699.71,0,4.0,4,10.4,No,2021-04-04,No,1,342567
EMP10191,39,Male,Sales,Sales Executive,Bachelor's,,4,1.0,2,2.9,Yes,2022-11-14,No,1,410347
EMP10617,38,Male,Support,Support Executive,Bachelor's,2421.31,1,2.0,3,3.7,No,2024-02-09,Yes,1,576086
EMP11093,36,Female,Engineering,Software Engineer,Master's,4757.27,1,3.0,4,2.4,Yes,2018-12-17,No,1,982777
EMP10633,35,Male,HR,HR Executive,Bachelor's,4980.21,0,2.0,2,22.0,No,2017-11-11,No,1,784726
EMP10743,18,Female,HR,HR Manager,PhD,5700.4,12,1.0,2,3.1,No,2021-01-28,No,1,732299
EMP10874,38,Female,Marketing,Brand Manager,Master's,7812.01,0,2.0,2,9.1,No,2015-07-12,No,1,259686
EMP10985,27,Female,Support,Support Executive,Bachelor's,9109.99,2,2.0,2,8.7,No,2023-03-22,No,1,468053
EMP10746,48,,Finance,Accountant,,,2,3.0,2,0.5,Yes,2023-02-23,No,1,163003
EMP10582,32,Male,HR,HR Manager,Master's,4101.23,11,3.0,3,3.7,No,2022-05-13,No,1,660586
EMP11083,46,M,Finance,Accountant,High School,9157.237645081284,10,4.0,4,0.7,Yes,2016-01-31,No,1,861625
EMP10323,26,,Sales,Sales Executive,Bachelor's,5642.87,6,2.0,4,20.5,No,2022-10-11,No,1,168353
EMP10976,42,Female,Marketing,Brand Manager,Master's,4426.28,4,2.0,3,4.9,No,2023-11-13,No,1,273950
EMP10901,30,Male,HR,HR Manager,Bachelor's,3810.76,3,1.0,4,18.7,No,2021-10-18,Yes,1,109432
EMP10795,24,Male,Finance,Accountant,Bachelor's,6377.54,1,2.0,4,4.7,Yes,2015-03-25,No,1,987911
EMP10437,38,Male,Engineering,Software Engineer,Bachelor's,3487.98,1,3.0,4,3.6,No,2017-02-02,No,1,859971
EMP10813,39,Male,Engineering,Senior Engineer,Bachelor's,5774.13 USD,0,1.0,1,5.8,No,2019-12-25,Yes,1,217101
EMP10883,36,Male,Support,Support Lead,,9194.35,1,4.0,1,3.3,No,2025-01-28,Yes,1,231477
EMP10341,22,Male,Sales,Sales Manager,Bachelor's,7562.55,0,3.0,2,4.7,No,2017-02-26,No,1,705194
EMP10002,46,Male,Finance,Analyst,Bachelor's,4557.68,1,4.0,2,0.6,yes,2019-11-09,No,1,429978
EMP10229,18,,Sales,Sales Executive,Master's,6609.78,3,4.0,3,8.8,No,2019-11-15,No,1,390216
EMP10680,41,Female,Sales,Sales Manager,Bachelor's,6102.54,0,4.0,1,9.4,Yes,2021-09-19,No,1,436467
EMP11182,46,Male,HR,HR Manager,Bachelor's,4564.69,2,1.0,4,32.6,No,2020-03-20,Yes,1,591117
EMP10076,47,Male,Sales,Sales Manager,PhD,5946.15,4,1.0,1,0.9,Yes,2016-10-19,Yes,1,598021
EMP11131,55,Male,Marketing,Brand Manager,Bachelor's,6597.8,0,1.0,4,13.7,No,2019-03-19,No,1,901602
EMP10371,59,Female,HR,HR Executive,Bachelor's,7406.01,0,4.0,1,6.5,Yes,2018-05-08,No,1,288784
EMP10180,44,Female,HR,HR Executive,Bachelor's,5845.91,1,4.0,3,,Yes,2024-05-27,No,1,226868
EMP10750,999,male,Sales,Sales Executive,Bachelor's,3060.55,0,2.0,1,6.7,N,2017-07-31,Yes,1,801935
EMP10577,33,Male,Sales,Sales Executive,Master's,7049.71,0,1.0,2,3.6,Yes,2023-09-19,No,1,322218
EMP10943,37,Male,HR,HR Executive,High School,6869.48,9,4.0,2,18.9,Yes,2022-07-18,No,1,915583
EMP10800,49,Female,HR,HR Executive,High School,4580.24,0,1.0,4,6.9,Yes,2023-04-04,No,1,245742
EMP11048,38,Male,Sales,Sales Manager,High School,5951.44,6,1.0,3,11.3,No,2016-08-01,No,1,418862
EMP11039,38,Female,Finance,Accountant,Master's,6971.38,0,1.0,4,,No,2023-08-07,No,1,671216
EMP10681,29,Female,SALES,Accountant,Bachelor's,5558.95,0,2.0,2,8.1,No,2023-10-22,No,1,126992
EMP10589,36,Female,SALES,QA Engineer,High School,10881.15,5,3.0,3,11.7,Yes,2017-07-21,No,1,748378
EMP10815,47,Male,Marketing,Brand Manager,Bachelor's,2579.09,1,1.0,1,14.3,No,2016-12-10,No,1,441475
EMP10860,44,Female,HR,HR Executive,Master's,37318.08684201245,0,,3,1.8,No,2015-05-11,No,1,123276
EMP11018,41,Male,Marketing,Brand Manager,Bachelor's,3209.39,8,1.0,1,1.2,Yes,2020-06-26,No,1,626041
EMP10998,30,Male,HR,HR Executive,High School,9002.66,5,3.0,1,6.4,No,2025-04-09,No,1,485540
EMP10037,33,Female,Sales,Sales Executive,Bachelor's,1200.0,4,1.0,3,0.5,No,2025-01-27,No,1,512692
EMP10353,26,Male,Marketing,Marketing Executive,High School,5509.48,10,4.0,2,3.4,No,2016-08-23,No,1,776180
EMP11123,31,Male,Support,Support Lead,PhD,5889.35,1,3.0,2,1.4,No,2024-07-28,No,1,664187
EMP10236,31,Female,Finance,Analyst,Master's,7191.72,1,3.0,3,0.6,No,2017-11-19,No,1,802550
EMP11138,19,Male,HR,HR Manager,Bachelor's,8717.81,9,4.0,3,1.1,Yes,2025-02-04,No,1,995443
EMP10499,33,Male,Support,Support Lead,Bachelor's,10154.39,1,1.0,3,21.9,Yes,2015-05-24,No,1,998824
EMP10553,31,Female,Engineering,Senior Engineer,Bachelor's,1411.33,2,1.0,1,6.1,Yes,2025-03-23,No,1,352911
EMP10055,23,Female,Marketing,Marketing Executive,Bachelor's,3544.65,3,4.0,4,1.3,No,2017-09-11,No,1,122340
EMP10302,41,Female,Finance,Accountant,Bachelor's,5614.03,0,2.0,1,0.6,No,2016-02-21,No,1,977714
EMP10286,35,Male,HR,HR Executive,Bachelor's,8601.79,6,1.0,3,0.5,No,2021-06-05,No,1,312308
EMP10845,45,Female,Support,Support Lead,High School,3981.77,1,4.0,4,12.8,Yes,2019-01-22,Yes,1,174585
EMP10219,30,Male,Finance,Accountant,Bachelor's,6416.01,0,1.0,2,0.5,No,2016-04-09,No,1,278305
EMP10669,22,Male,Support,Support Lead,Bachelor's,5754.21,3,2.0,3,21.0,No,2021-01-29,No,1,627581
EMP10387,50,Female,Sales,Sales Manager,Master's,5876.1,1,2.0,2,20.4,No,2018-04-23,No,1,341087
EMP11101,25,Male,Marketing,Marketing Executive,,5684.55,7,4.0,4,13.8,No,2019-03-17,No,1,407433
EMP10390,26,Male,Sales,Sales Manager,Bachelor's,5136.41,3,4.0,4,8.6,Yes,2015-05-08,Yes,1,188928
EMP10352,31,Female,Marketing,Brand Manager,Bachelor's,5613.63,1,4.0,4,1.4,Yes,2023-04-13,No,1,824255
EMP10193,30,Female,Support,Support Lead,PhD,4035.07,2,3.0,1,4.2,Yes,2016-01-27,No,1,858388
EMP10235,26,M,Sales,Sales Manager,Bachelor's,6108.11,0,4.0,4,20.0,N,2022-10-08,No,1,837504
EMP11127,42,Female,Marketing,Marketing Executive,High School,8596.5,38,2.0,4,4.0,No,2021-11-13,No,1,140395
EMP10480,36,Female,Sales ,Sales Manager,Bachelor's,7978.88 USD,5,4.0,4,0.5,No,2018-01-24,No,1,872778
EMP10567,46,Female,Sales,Sales Executive,Master's,8048.09,4,3.0,4,1.4,No,2023-03-17,No,1,236516
EMP10116,44,Female,Sales,Sales Executive,Bachelor's,7150.27,0,4.0,2,2.5,Yes,2021-02-03,Yes,1,473270
EMP10964,41,Female,Finance,Accountant,Bachelor's,,0,2.0,3,6.1,Yes,2022-02-06,No,1,324402
EMP10653,31,Female,Sales,Sales Manager,Bachelor's,9618.92,2,3.0,2,5.7,No,2022-05-15,No,1,795776
EMP11019,26,Female,Sales,Sales Executive,Master's,4282.41,4,1.0,2,10.3,Yes,2021-02-02,Yes,1,678785
EMP11134,18,Female,Sales,Sales Manager,Bachelor's,6142.66,2,3.0,2,13.6,No,2016-06-03,No,1,238115
EMP10839,40,Female,Finance,Analyst,Bachelor's,4771.74,4,1.0,4,4.5,No,2019-08-10,No,1,772911
EMP10820,42,Male,HR,HR Executive,Master's,5577.33,0,3.0,1,4.3,Yes,2015-12-10,No,1,744106
EMP10120,35,Female,Engineering,Senior Engineer,High School,3756.44,0,2.0,3,2.7,No,2018-05-05,No,1,619663
EMP10863,18,Male,Finance,Analyst,Bachelor's,4582.14,2,1.0,4,18.4,No,2024-01-04,No,1,943242
EMP11045,29,Female,Support,Support Lead,Bachelor's,3105.33,9,3.0,3,5.0,No,2020-10-01,Yes,1,931581
EMP10816,29,Female,Engineering,QA Engineer,Bachelor's,3044.56,8,2.0,2,9.2,No,2015-05-24,Yes,1,414637
EMP10062,18,Female,Engineering,Software Engineer,Bachelor's,11108.52,2,2.0,3,2.6,No,2021-02-21,No,1,711389
EMP10706,32,,Engineering,Senior Engineer,Bachelor's,1200.0,5,3.0,4,8.6,No,2018-03-18,No,1,153426
EMP10453,33,Female,Marketing,Marketing Executive,Bachelor's,6294.2,5,1.0,1,0.5,No,2018-09-23,No,1,743096
